molecule,prec,MPI,OMP,Kinetic matrix,Potential matrix,Total matrix
ch4_006,6,04,08,8.405281564999999e+00,1.659894797900000e+01,2.50044e+01
ch4_006,6,04,16,6.553901454000000e+00,1.308603203000000e+01,1.96401e+01
ch4_006,6,04,32,6.216028965000000e+00,1.090748004600000e+01,1.71259e+01
ch4_006,6,08,01,1.478760813500000e+01,5.700615196600000e+01,7.17939e+01
ch4_006,6,08,02,8.220381744000001e+00,3.080060814000000e+01,3.90212e+01
ch4_006,6,08,04,4.743098053000000e+00,1.613998372200000e+01,2.08833e+01
ch4_006,6,08,08,3.990328559000000e+00,9.328036677000000e+00,1.33185e+01
ch4_006,6,08,16,3.783774730000000e+00,6.544750942000000e+00,1.03287e+01
ch4_006,6,08,32,3.721034879000000e+00,6.622567283000000e+00,1.03438e+01
ch4_006,6,16,01,1.062659756900000e+01,3.292163206400000e+01,4.35484e+01
ch4_006,6,16,02,4.702220558000000e+00,1.829288389900000e+01,2.29953e+01
ch4_006,6,16,04,4.064537297000000e+00,1.105875459300000e+01,1.51235e+01
ch4_006,6,16,08,3.783800158000000e+00,6.110733604000000e+00,9.89476e+00
ch4_006,6,16,16,3.186703186000000e+00,4.377845208000000e+00,7.56472e+00
ch4_006,6,16,32,2.981571028000000e+00,4.454801322000000e+00,7.43864e+00
ch4_008,4,04,01,3.561899013000000e+00,1.596116693100000e+01,1.95233e+01
ch4_008,4,04,02,1.923228360000000e+00,8.351635146000000e+00,1.02750e+01
ch4_008,4,04,04,1.716277625000000e+00,4.860577545000000e+00,6.57704e+00
ch4_008,4,04,08,1.492712626000000e+00,2.840113039000000e+00,4.33301e+00
ch4_008,4,04,16,1.408161931000000e+00,1.883478134000000e+00,3.29186e+00
ch4_008,4,04,32,1.356455629000000e+00,1.362191817000000e+00,2.71882e+00
ch4_008,4,08,01,3.811965912000000e+00,9.311796115000000e+00,1.31239e+01
ch4_008,4,08,02,1.280936896000000e+00,4.967432081000000e+00,6.24854e+00
ch4_008,4,08,04,1.113518441000000e+00,2.785514051000000e+00,3.89920e+00
ch4_008,4,08,08,9.239719270000000e-01,1.688810171000000e+00,2.61296e+00
ch4_008,4,08,16,8.854906400000000e-01,1.142870188000000e+00,2.02858e+00
ch4_008,4,08,32,9.664992290000000e-01,8.708770100000000e-01,1.83755e+00
ch4_008,4,16,01,1.437644886000000e+00,4.849717213000000e+00,6.28755e+00
ch4_008,4,16,02,9.539733280000000e-01,2.707872212000000e+00,3.66203e+00
ch4_008,4,16,04,1.137270610000000e+00,1.614514804000000e+00,2.75196e+00
ch4_008,4,16,08,1.062151399000000e+00,1.103475823000000e+00,2.16580e+00
ch4_008,4,16,16,6.729995770000000e-01,7.066359719999999e-01,1.37982e+00
ch4_008,4,16,32,6.727397190000000e-01,5.408141250000000e-01,1.21374e+00
ch4_008,5,04,01,1.465050792700000e+01,8.101740743400001e+01,9.56681e+01
ch4_008,5,04,02,7.873271350000000e+00,4.185676753700000e+01,4.97302e+01
ch4_008,5,04,04,6.772353520000000e+00,2.517677425000000e+01,3.19493e+01
ch4_008,5,04,08,5.933465922000000e+00,1.379030500700000e+01,1.97240e+01
ch4_008,5,04,16,5.468526049000000e+00,1.096823265300000e+01,1.64370e+01
ch4_008,5,04,32,4.949080718000000e+00,9.214333966000000e+00,1.41636e+01
ch4_008,5,08,01,7.295904689000000e+00,4.439513444300000e+01,5.16912e+01
ch4_008,5,08,02,4.653424170000000e+00,2.266261533100000e+01,2.73162e+01
ch4_008,5,08,04,4.746892066000000e+00,9.798955858999999e+00,1.45460e+01
ch4_008,5,08,08,3.223370065000000e+00,7.739867048000000e+00,1.09634e+01
ch4_008,5,08,16,3.091950219000000e+00,6.083439996000000e+00,9.17560e+00
ch4_008,5,08,32,2.965873882000000e+00,5.683945897000000e+00,8.65005e+00
ch4_008,5,16,01,5.950555380000000e+00,2.475096154900000e+01,3.07017e+01
ch4_008,5,16,02,3.493974390000000e+00,1.401027326700000e+01,1.75044e+01
ch4_008,5,16,04,2.701695760000000e+00,7.304915265000000e+00,1.00068e+01
ch4_008,5,16,08,2.624883943000000e+00,4.573265564000000e+00,7.19833e+00
ch4_008,5,16,16,2.007561228000000e+00,2.941280216000000e+00,4.94906e+00
ch4_008,5,16,32,2.390429460000000e+00,3.018527100000000e+00,5.40915e+00
ch4_008,6,04,01,2.503832031100000e+01,1.583053932060000e+02,1.83344e+02
ch4_008,6,04,02,1.730764325500000e+01,8.056897920500001e+01,9.78768e+01
ch4_008,6,04,04,1.502374455200000e+01,4.418609074000000e+01,5.92100e+01
ch4_008,6,04,08,1.199529492500000e+01,2.606710162400000e+01,3.80626e+01
ch4_008,6,04,16,1.254535731400000e+01,2.036997270400000e+01,3.29155e+01
ch4_008,6,04,32,1.076789066000000e+01,1.896990413400000e+01,2.97380e+01
ch4_008,6,08,01,1.478892582200000e+01,9.267391451700000e+01,1.07463e+02
ch4_008,6,08,02,1.087503883700000e+01,5.159919671300000e+01,6.24744e+01
ch4_008,6,08,04,7.891455988000000e+00,2.623800221600000e+01,3.41296e+01
ch4_008,6,08,08,6.612900092000000e+00,1.545953265200000e+01,2.20726e+01
ch4_008,6,08,16,6.320450924000000e+00,1.081485032500000e+01,1.71355e+01
ch4_008,6,08,32,7.334584753000000e+00,1.142284236800000e+01,1.87577e+01
ch4_008,6,16,01,9.279598599000000e+00,5.056889245700000e+01,5.98487e+01
ch4_008,6,16,02,1.009056847400000e+01,2.883730599700000e+01,3.89281e+01
ch4_008,6,16,04,5.164458689000000e+00,1.584629253100000e+01,2.10109e+01
ch4_008,6,16,08,4.493707488000000e+00,9.940310622000000e+00,1.44342e+01
ch4_008,6,16,16,4.237771120000000e+00,6.414667193000000e+00,1.06527e+01
ch4_008,6,16,32,4.424606260000000e+00,6.960130301000000e+00,1.13849e+01
ch4_010,4,04,01,3.533788952000000e+00,1.991038518200000e+01,2.34444e+01
ch4_010,4,04,02,2.717442665000000e+00,1.035093152000000e+01,1.30685e+01
ch4_010,4,04,04,2.171428971000000e+00,5.957592662000000e+00,8.12920e+00
ch4_010,4,04,08,1.957053993000000e+00,3.526704540000000e+00,5.48395e+00
ch4_010,4,04,16,1.838572585000000e+00,2.371385630000000e+00,4.21014e+00
ch4_010,4,04,32,1.732081661000000e+00,1.711504095000000e+00,3.44380e+00
ch4_010,4,08,01,2.717497665000000e+00,1.102895179400000e+01,1.37466e+01
ch4_010,4,08,02,1.912378458000000e+00,5.950177665000000e+00,7.86273e+00
ch4_010,4,08,04,1.363488616000000e+00,3.621119971000000e+00,4.98479e+00
ch4_010,4,08,08,1.195988015000000e+00,2.006949671000000e+00,3.20311e+00
ch4_010,4,08,16,1.211085828000000e+00,1.368439732000000e+00,2.57975e+00
ch4_010,4,08,32,1.211796893000000e+00,1.078916641000000e+00,2.29090e+00
ch4_010,4,16,01,2.336121789000000e+00,6.220182867000000e+00,8.55649e+00
ch4_010,4,16,02,1.432776041000000e+00,3.495949884000000e+00,4.92891e+00
ch4_010,4,16,04,1.166039309000000e+00,2.034214217000000e+00,3.20043e+00
ch4_010,4,16,08,1.029418295000000e+00,1.350912936000000e+00,2.38055e+00
ch4_010,4,16,16,8.470391300000000e-01,8.868540870000000e-01,1.73407e+00
ch4_010,4,16,32,8.216681920000000e-01,7.075547900000000e-01,1.52944e+00
ch4_010,4,32,01,6.731130975000000e+00,4.577574412000000e+00,1.13089e+01
ch4_010,4,32,02,1.159823855000000e+00,2.475334722000000e+00,3.63533e+00
ch4_010,4,32,04,1.215727528000000e+00,1.413883929000000e+00,2.62979e+00
ch4_010,4,32,08,9.516995680000000e-01,9.760013670000000e-01,1.92792e+00
ch4_010,4,32,16,7.362774770000000e-01,6.729533780000000e-01,1.40945e+00
ch4_010,4,32,32,8.032532150000000e-01,5.805211920000000e-01,1.38400e+00
ch4_010,5,04,01,1.651044449000000e+01,9.808567651300000e+01,1.14596e+02
ch4_010,5,04,02,1.451625828000000e+01,5.290651078100000e+01,6.74230e+01
ch4_010,5,04,04,1.025056744000000e+01,3.104126948300000e+01,4.12920e+01
ch4_010,5,04,08,8.381693515000000e+00,1.904531754900000e+01,2.74272e+01
ch4_010,5,04,16,7.084070702000000e+00,1.443808733600000e+01,2.15223e+01
ch4_010,5,04,32,7.116785256000000e+00,1.174491358800000e+01,1.88619e+01
ch4_010,5,08,01,1.207164012200000e+01,7.004939817100001e+01,8.21212e+01
ch4_010,5,08,02,7.290104400000000e+00,3.715219716600000e+01,4.44425e+01
ch4_010,5,08,04,5.214858109000000e+00,1.797718307200000e+01,2.31922e+01
ch4_010,5,08,08,4.412326729000000e+00,1.053510836700000e+01,1.49476e+01
ch4_010,5,08,16,4.032488781000000e+00,7.273110194000000e+00,1.13058e+01
ch4_010,5,08,32,4.294599854000000e+00,7.312031160000000e+00,1.16069e+01
ch4_010,5,16,01,5.958605842000000e+00,2.892464955100000e+01,3.48834e+01
ch4_010,5,16,02,7.806815012000000e+00,1.777819316900000e+01,2.55852e+01
ch4_010,5,16,04,4.216351729000000e+00,8.209683534000000e+00,1.24262e+01
ch4_010,5,16,08,3.550669412000000e+00,8.470677024000000e+00,1.20216e+01
ch4_010,5,16,16,2.977353949000000e+00,4.450801917000000e+00,7.42833e+00
ch4_010,5,16,32,2.807679103000000e+00,4.125440031000000e+00,6.93335e+00
ch4_010,5,32,01,8.447464128000000e+00,1.819384616600000e+01,2.66415e+01
ch4_010,5,32,02,4.070497868000000e+00,1.306202820700000e+01,1.71327e+01
ch4_010,5,32,04,3.400435583000000e+00,6.284021529000000e+00,9.68464e+00
ch4_010,5,32,08,3.060675491000000e+00,4.204980020000000e+00,7.26584e+00
ch4_010,5,32,16,2.617524440000000e+00,3.083881049000000e+00,5.70158e+00
ch4_010,5,32,32,2.281191124000000e+00,2.683736992000000e+00,4.96514e+00
ch4_010,6,04,01,3.404207568500000e+01,2.065557238470000e+02,2.40598e+02
ch4_010,6,04,02,2.393114973900000e+01,1.205726351040000e+02,1.44597e+02
ch4_010,6,04,04,2.634502107100000e+01,6.407097884800000e+01,9.04162e+01
ch4_010,6,04,08,1.681115821400000e+01,3.618006460900000e+01,5.29914e+01
ch4_010,6,04,16,1.525995666000000e+01,2.818505383000000e+01,4.34452e+01
ch4_010,6,04,32,1.694510666800000e+01,2.693744407700000e+01,4.38828e+01
ch4_010,6,08,01,3.196083363100000e+01,1.160435817840000e+02,1.48017e+02
ch4_010,6,08,02,1.413235854300000e+01,6.220377317300000e+01,7.63364e+01
ch4_010,6,08,04,1.321440643700000e+01,3.501899792500000e+01,4.82336e+01
ch4_010,6,08,08,9.869202230000001e+00,1.852192601600000e+01,2.83913e+01
ch4_010,6,08,16,9.606409784000000e+00,1.346921387900000e+01,2.30758e+01
ch4_010,6,08,32,1.057193020900000e+01,1.475240790900000e+01,2.53246e+01
ch4_010,6,16,01,1.175315061600000e+01,5.861518113600000e+01,7.03685e+01
ch4_010,6,16,02,8.814769799000000e+00,3.235515588600000e+01,4.11701e+01
ch4_010,6,16,04,9.744428466000000e+00,1.869802641800000e+01,2.84426e+01
ch4_010,6,16,08,7.026610714000000e+00,1.162861196100000e+01,1.86554e+01
ch4_010,6,16,16,6.550342972000000e+00,8.403548625000001e+00,1.49541e+01
ch4_010,6,16,32,6.385617107000000e+00,8.710167335000000e+00,1.50960e+01
ch4_010,6,32,01,2.308828523700000e+01,3.691494321100000e+01,6.00034e+01
ch4_010,6,32,02,1.062974403500000e+01,2.085650308800000e+01,3.14864e+01
ch4_010,6,32,04,9.560888049000001e+00,1.260091830800000e+01,2.21620e+01
ch4_010,6,32,08,5.988122390000000e+00,7.761444846000000e+00,1.37497e+01
ch4_010,6,32,16,5.952122136000000e+00,6.238823401000000e+00,1.21912e+01
ch4_010,6,32,32,5.055245297000000e+00,6.159896414000000e+00,1.12153e+01
ch4_020,4,04,01,8.180027215999999e+00,3.977280954300000e+01,4.79530e+01
ch4_020,4,04,02,6.152205059000000e+00,2.111974191900000e+01,2.72721e+01
ch4_020,4,04,04,5.834091508000000e+00,1.268725241500000e+01,1.85215e+01
ch4_020,4,04,08,4.909177758000000e+00,7.598422644000000e+00,1.25078e+01
ch4_020,4,04,16,5.005974285000000e+00,5.554097386000000e+00,1.05603e+01
ch4_020,4,04,32,4.407442694000000e+00,4.030104472000000e+00,8.43777e+00
ch4_020,4,08,01,5.142523551000000e+00,2.086299670600000e+01,2.60057e+01
ch4_020,4,08,02,3.798461174000000e+00,1.134925124700000e+01,1.51479e+01
ch4_020,4,08,04,3.767755781000000e+00,6.492650038000000e+00,1.02606e+01
ch4_020,4,08,08,2.742094953000000e+00,4.092104995000000e+00,6.83438e+00
ch4_020,4,08,16,2.668869358000000e+00,3.087706420000000e+00,5.75678e+00
ch4_020,4,08,32,2.855256945000000e+00,2.334993526000000e+00,5.19045e+00
ch4_020,4,16,01,4.082567439000000e+00,1.138476259400000e+01,1.54675e+01
ch4_020,4,16,02,3.473494047000000e+00,6.435797502000000e+00,9.90946e+00
ch4_020,4,16,04,2.564722221000000e+00,3.869498625000000e+00,6.43439e+00
ch4_020,4,16,08,2.296769664000000e+00,2.588456353000000e+00,4.88544e+00
ch4_020,4,16,16,1.969589831000000e+00,1.844118809000000e+00,3.81392e+00
ch4_020,4,16,32,1.754925879000000e+00,1.433674151000000e+00,3.18883e+00
ch4_020,4,32,01,6.836523534000000e+00,8.960979737000001e+00,1.57977e+01
ch4_020,4,32,02,2.899666737000000e+00,4.025582863000000e+00,6.92548e+00
ch4_020,4,32,04,2.360821196000000e+00,2.561855012000000e+00,4.92286e+00
ch4_020,4,32,08,2.098827561000000e+00,1.843994727000000e+00,3.94303e+00
ch4_020,4,32,16,1.464324842000000e+00,1.300251282000000e+00,2.76479e+00
ch4_020,4,32,32,1.434115690000000e+00,1.083965353000000e+00,2.51826e+00
ch4_020,5,04,01,4.528059523200000e+01,2.417614320130000e+02,2.87043e+02
ch4_020,5,04,02,3.961073931700000e+01,1.299180222680000e+02,1.69529e+02
ch4_020,5,04,04,3.416389340900000e+01,6.819930784700000e+01,1.02372e+02
ch4_020,5,04,08,1.837716583800000e+01,3.686889662300000e+01,5.52462e+01
ch4_020,5,04,16,1.698509757600000e+01,3.398988453600000e+01,5.09752e+01
ch4_020,5,04,32,1.699957348400000e+01,3.427337150600000e+01,5.12732e+01
ch4_020,5,08,01,2.155047960900000e+01,1.203878988770000e+02,1.41939e+02
ch4_020,5,08,02,1.673496871600000e+01,7.217266537099999e+01,8.89081e+01
ch4_020,5,08,04,1.365994382300000e+01,3.482437147500000e+01,4.84845e+01
ch4_020,5,08,08,1.072407800100000e+01,2.400168698300000e+01,3.47259e+01
ch4_020,5,08,16,1.003276484700000e+01,1.798070485200000e+01,2.80137e+01
ch4_020,5,08,32,1.002294274600000e+01,1.806363300300000e+01,2.80868e+01
ch4_020,5,16,01,3.258126160400000e+01,6.775333809000000e+01,1.00335e+02
ch4_020,5,16,02,1.083172678500000e+01,4.049112422000000e+01,5.13230e+01
ch4_020,5,16,04,7.957367668000000e+00,1.900231415800000e+01,2.69599e+01
ch4_020,5,16,08,7.216646503000000e+00,1.691889417300000e+01,2.41357e+01
ch4_020,5,16,16,6.226962648000000e+00,1.002138404000000e+01,1.62485e+01
ch4_020,5,16,32,7.084277629000000e+00,9.965386880000001e+00,1.70499e+01
ch4_020,5,32,01,8.385686250999999e+00,3.740882375600000e+01,4.57947e+01
ch4_020,5,32,02,9.091671420000001e+00,2.230527327300000e+01,3.13971e+01
ch4_020,5,32,04,6.843306792000000e+00,1.284709211600000e+01,1.96906e+01
ch4_020,5,32,08,5.860978766000000e+00,1.230877200200000e+01,1.81700e+01
ch4_020,5,32,16,5.210616237000000e+00,9.225363807000001e+00,1.44362e+01
ch4_020,5,32,32,4.764736194000000e+00,6.504171399000000e+00,1.12691e+01
ch4_030,4,04,01,1.516631664200000e+01,6.242730314200000e+01,7.75938e+01
ch4_030,4,04,02,1.007909827900000e+01,3.421328261000000e+01,4.42926e+01
ch4_030,4,04,04,1.088222111700000e+01,1.986535997200000e+01,3.07478e+01
ch4_030,4,04,08,8.813477748000000e+00,1.275361769700000e+01,2.15673e+01
ch4_030,4,04,16,8.486842716000000e+00,8.576043401000000e+00,1.70631e+01
ch4_030,4,04,32,8.406120659000001e+00,6.940404728000000e+00,1.53467e+01
ch4_030,4,08,01,8.704054580999999e+00,3.424477084000000e+01,4.29490e+01
ch4_030,4,08,02,6.044724463000000e+00,1.889520877500000e+01,2.49401e+01
ch4_030,4,08,04,5.334452315000000e+00,1.081409780400000e+01,1.61488e+01
ch4_030,4,08,08,4.861381325000000e+00,6.846888012000000e+00,1.17085e+01
ch4_030,4,08,16,4.923875788000000e+00,5.019593383000000e+00,9.94367e+00
ch4_030,4,08,32,4.816112785000000e+00,4.148338604000000e+00,8.96467e+00
ch4_030,4,16,01,7.097210847000000e+00,1.885473086200000e+01,2.59521e+01
ch4_030,4,16,02,5.870720198000000e+00,1.064075102500000e+01,1.65116e+01
ch4_030,4,16,04,4.700933275000000e+00,6.456029065000000e+00,1.11571e+01
ch4_030,4,16,08,3.793616075000000e+00,4.414712167000000e+00,8.20855e+00
ch4_030,4,16,16,3.255204118000000e+00,3.491905572000000e+00,6.74731e+00
ch4_030,4,16,32,3.316172421000000e+00,2.557581936000000e+00,5.87397e+00
ch4_030,4,32,01,2.949992484600000e+01,1.212697903500000e+01,4.16271e+01
ch4_030,4,32,02,4.105740279000000e+00,6.135883651000000e+00,1.02418e+01
ch4_030,4,32,04,3.759972604000000e+00,4.063360569000000e+00,7.82351e+00
ch4_030,4,32,08,3.238508635000000e+00,2.981297086000000e+00,6.21998e+00
ch4_030,4,32,16,2.432853471000000e+00,2.104366108000000e+00,4.53744e+00
ch4_030,4,32,32,2.467939171000000e+00,1.800957130000000e+00,4.26911e+00
ch4_040,4,04,01,2.374936666200000e+01,8.770269918400000e+01,1.11452e+02
ch4_040,4,04,02,1.734227423800000e+01,4.728634669000000e+01,6.46288e+01
ch4_040,4,04,04,1.764916228100000e+01,2.916138206100000e+01,4.68107e+01
ch4_040,4,04,08,1.649081851100000e+01,1.904180779500000e+01,3.55328e+01
ch4_040,4,04,16,1.515419422400000e+01,1.389472489100000e+01,2.90491e+01
ch4_040,4,04,32,1.519187203100000e+01,1.095990980400000e+01,2.61520e+01
ch4_040,4,08,01,1.293891082600000e+01,4.387819613000000e+01,5.68173e+01
ch4_040,4,08,02,9.496842677000000e+00,2.463019166400000e+01,3.41272e+01
ch4_040,4,08,04,8.401873582000000e+00,1.475511792700000e+01,2.31572e+01
ch4_040,4,08,08,8.186711829000000e+00,9.770265534000000e+00,1.79572e+01
ch4_040,4,08,16,7.527521705000000e+00,7.246621463000000e+00,1.47744e+01
ch4_040,4,08,32,8.309293462999999e+00,6.474272467000000e+00,1.47837e+01
ch4_040,4,16,01,8.098656811000000e+00,2.434837243800000e+01,3.24472e+01
ch4_040,4,16,02,9.430868881000000e+00,1.378217552900000e+01,2.32135e+01
ch4_040,4,16,04,6.440911657000000e+00,8.461298048000000e+00,1.49024e+01
ch4_040,4,16,08,5.451403039000000e+00,6.020251515000000e+00,1.14718e+01
ch4_040,4,16,16,5.074217467000000e+00,4.531374608000000e+00,9.60581e+00
ch4_040,4,16,32,5.021544377000000e+00,3.962898096000000e+00,8.98466e+00
ch4_040,4,32,01,8.514173194000000e+00,1.375782924900000e+01,2.22722e+01
ch4_040,4,32,02,1.053606851500000e+01,8.733791879000000e+00,1.92700e+01
ch4_040,4,32,04,4.237787096000000e+00,5.225738743000000e+00,9.46371e+00
ch4_040,4,32,08,3.760685254000000e+00,3.770523630000000e+00,7.53138e+00
ch4_040,4,32,16,3.523461311000000e+00,3.057839949000000e+00,6.58151e+00
ch4_040,4,32,32,3.532082394000000e+00,2.625445240000000e+00,6.15772e+00
